Title,Book_category,Star_rating,Price,Stock,Quantity,Source_File,Sharp Objects,Mystery,Four,47.82,In stock,20,Soumission,Fiction,One,50.1,Issue_Date,Return_Date,Random_Book_Sum
,,,,,,cheap_books.csv,Chase Me (Paris Nights #2),Romance,Five,25.27,In stock,19.0,,,,,2025-05-29,2025-05-30,49.0
,,,,,,cheap_books.csv,Black Dust,Romance,Five,34.53,,19.0,,,,,2025-09-16,2025-10-09,78.0
,,,,,,cheap_books.csv,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Default,Three,22.5,In stock,19.0,,,,,2025-05-16,2025-06-14,78.0
,,,,,,cheap_books.csv,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Nonfiction,Five,40.3,In stock,18.0,,,,,2025-02-05,2025-02-10,93.0
,,,,,,cheap_books.csv,Wall and Piece,Art,Four,44.18,In stock,18.0,,,,,2024-10-16,2024-11-11,72.0
,,,,,,cheap_books.csv,The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,Five,17.66,In stock,18.0,,,,,2024-11-11,2024-12-09,
,,,,,,cheap_books.csv,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,Three,31.05,In stock,18.0,,,,,2025-06-18,2025-07-13,17.0
,,,,,,cheap_books.csv,The Elephant Tree,Thriller,Five,23.82,In stock,18.0,,,,,2025-06-06,2025-06-12,57.0
,,,,,,cheap_books.csv,The Bear and the Piano,Childrens,One,36.89,In stock,18.0,,,,,2025-05-30,2025-06-09,24.0
,,,,,,cheap_books.csv,Sophie's World,Philosophy,Five,15.94,In stock,18.0,,,,,2025-01-14,2025-01-31,73.0
,,,,,,cheap_books.csv,Penny Maybe,Default,Three,33.29,In stock,18.0,,,,,2024-12-28,2025-01-09,100.0
,,,,,,cheap_books.csv,Maude (1883-1993):She Grew Up with the country,Default,Two,18.02,In stock,18.0,,,,,2025-01-15,2025-02-01,44.0
,,,,,,cheap_books.csv,You can't bury them all: Poems,Poetry,Two,33.63,In stock,17.0,,,,,2024-12-14,2024-12-20,68.0
,,,,,,cheap_books.csv,Reasons to Stay Alive,Nonfiction,Two,26.41,In stock,17.0,,,,,2024-11-13,2024-12-11,90.0
,,,,,,cheap_books.csv,Private Paris (Private #10),Fiction,Five,47.61,In stock,17.0,,,,,2025-04-22,2025-05-11,43.0
,,,,,,cheap_books.csv,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,Five,23.11,In stock,17.0,,,,,2025-05-27,2025-05-29,73.0
,,,,,,cheap_books.csv,Without Borders (Wanderlove #1),New Adult,Two,45.07,In stock,16.0,,,,,2025-06-17,2025-06-19,
,,,,,,cheap_books.csv,When We Collided,Contemporary,One,31.77,In stock,16.0,,,,,2025-06-17,2025-07-02,34.0
,,,,,,cheap_books.csv,Untitled Collection: Sabbath Poems 2014,Poetry,Four,14.27,In stock,16.0,,,,,2025-06-08,2025-07-05,90.0
,,,,,,cheap_books.csv,Unicorn Tracks,Fantasy,Three,18.78,In stock,16.0,,,,,2025-03-30,2025-04-25,60.0
,,,,,,cheap_books.csv,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Sequential Art,One,16.28,In stock,16.0,,,,,2024-12-15,2024-12-17,85.0
,,,,,,cheap_books.csv,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,Three,31.12,In stock,16.0,,,,,2024-11-08,2024-11-14,12.0
,,,,,,cheap_books.csv,This One Summer,Sequential Art,Four,,In stock,16.0,,,,,2025-05-29,2025-06-02,18.0
,,,,,,cheap_books.csv,Thirst,Fiction,Five,17.27,In stock,16.0,,,,,2025-02-24,2025-03-25,24.0
,,,,,,cheap_books.csv,The Torch Is Passed: A Harding Family Story,Add a comment,One,19.09,In stock,16.0,,,,,2025-08-29,2025-09-18,67.0
,,,,,,cheap_books.csv,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,One,56.41,In stock,16.0,,,,,2025-09-19,2025-10-07,68.0
,,,,,,cheap_books.csv,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,Three,45.22,In stock,16.0,,,,,2024-12-07,2025-01-01,62.0
,,,,,,cheap_books.csv,The Nameless City (The Nameless City #1),Sequential Art,Four,38.16,In stock,16.0,,,,,2025-05-02,2025-05-27,33.0
,,,,,,cheap_books.csv,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,Four,42.96,In stock,16.0,,,,,2025-08-24,2025-09-14,53.0
,,,,,,cheap_books.csv,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,Three,16.77,In stock,16.0,,,,,,2025-04-30,8.0
,,,,,,cheap_books.csv,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,One,,In stock,16.0,,,,,2025-02-09,2025-02-22,29.0
,,,,,,cheap_books.csv,,Add a comment,Three,40.76,In stock,16.0,,,,,2024-10-23,2024-11-12,67.0
,,,,,,cheap_books.csv,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,One,19.73,In stock,16.0,,,,,2025-10-10,2025-10-31,2.0
,,,,,,cheap_books.csv,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,Five,32.24,In stock,16.0,,,,,2025-05-07,2025-05-31,34.0
,,,,,,cheap_books.csv,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,Four,41.83,In stock,16.0,,,,,2025-05-13,2025-06-11,15.0
,,,,,,cheap_books.csv,Soul Reader,Default,Two,39.58,In stock,16.0,,,,,2025-04-09,2025-04-25,83.0
,,,,,,cheap_books.csv,Security,Horror,Two,39.25,,16.0,,,,,2024-10-27,2024-11-08,64.0
,,,,,,cheap_books.csv,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,Two,19.83,In stock,16.0,,,,,2025-08-21,2025-09-17,65.0
,,,,,,cheap_books.csv,Princess Between Worlds (Wide-Awake Princess #5),Fantasy,Five,13.34,In stock,16.0,,,,,2025-06-19,2025-07-05,68.0
,,,,,,cheap_books.csv,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,Two,36.28,In stock,16.0,,,,,2025-05-12,2025-06-05,86.0
,,,,,,cheap_books.csv,Patience,Sequential Art,Three,10.16,In stock,16.0,,,,,2024-11-01,2024-11-21,6.0
,,,,,,cheap_books.csv,orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,One,48.41,In stock,16.0,,,,,2025-01-09,2025-01-19,75.0
,,,,,,cheap_books.csv,Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,One,46.35,In stock,16.0,,,,,2025-08-28,2025-09-21,33.0
,,,,,,cheap_books.csv,On a Midnight Clear,Add a comment,Three,14.07,In stock,16.0,,,,,2024-12-25,2025-01-24,39.0
,,,,,,cheap_books.csv,Obsidian (Lux #1),Young Adult,Two,14.86,In stock,16.0,,,,,2024-10-14,2024-10-25,16.0
,,,,,,cheap_books.csv,My Paris Kitchen: Recipes and Stories,Food and Drink,Two,33.37,In stock,16.0,,,,,2025-05-23,2025-06-15,3.0
,,,,,,cheap_books.csv,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Food and Drink,Four,14.02,In stock,16.0,,,,,2024-12-29,2025-01-27,4.0
,,,,,,cheap_books.csv,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Sequential Art,Two,19.92,In stock,16.0,,,,,2025-07-29,,77.0
,,,,,,cheap_books.csv,Join,Science Fiction,Five,35.67,In stock,16.0,,,,,2025-05-03,2025-05-08,34.0
,,,,,,cheap_books.csv,In the Country We Love: My Family Divided,Nonfiction,Four,22.0,In stock,16.0,,,,,2025-02-28,2025-03-03,59.0
,,,,,,cheap_books.csv,How to Be Miserable: 40 Strategies You Already Use,Self Help,One,46.03,In stock,16.0,,,,,2024-11-08,2024-12-01,79.0
,,,,,,cheap_books.csv,Her Backup Boyfriend (The Sorensen Family #1),Romance,One,33.97,In stock,16.0,,,,,2025-09-13,2025-09-17,16.0
,,,,,,cheap_books.csv,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,Three,29.69,In stock,16.0,,,,,2025-01-24,2025-02-02,99.0
,,,,,,cheap_books.csv,First and First (Five Boroughs #3),Romance,Four,15.97,In stock,16.0,,,,,2025-04-04,2025-05-02,56.0
,,,,,,cheap_books.csv,Fifty Shades Darker (Fifty Shades #2),Romance,One,21.96,,16.0,,,,,2025-10-01,2025-10-06,56.0
,,,,,,cheap_books.csv,Crown of Midnight (Throne of Glass #2),Fantasy,Three,43.29,In stock,16.0,,,,,2024-10-25,2024-11-15,66.0
,,,,,,cheap_books.csv,Camp Midnight,Sequential Art,Four,17.08,In stock,,,,,,2025-06-24,2025-07-21,92.0
,,,,,,cheap_books.csv,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,Five,29.14,In stock,16.0,,,,,2025-10-04,2025-10-05,35.0
,,,,,,cheap_books.csv,Burning,Young Adult,Three,28.81,In stock,16.0,,,,,2025-09-11,2025-09-27,16.0
,,,,,,cheap_books.csv,Bossypants,Default,Two,49.46,In stock,16.0,,,,,2025-08-17,2025-09-13,13.0
,,,,,,cheap_books.csv,Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,One,30.81,In stock,16.0,,,,,,2025-07-31,57.0
,,,,,,,A World of Flavor: Your Gluten Free Passport,Default,One,42.95,In stock,16.0,,,,,2025-04-05,2025-04-05,4.0
,,,,,,cheap_books.csv,A Murder in Time,Mystery,One,16.64,In stock,16.0,,,,,2024-11-11,2024-11-24,22.0
,,,,,,cheap_books.csv,A Fierce and Subtle Poison,Young Adult,Four,28.13,In stock,16.0,,,,,2025-08-10,2025-08-13,43.0
,,,,,,cheap_books.csv,You Are What You Love: The Spiritual Power of Habit,Religion,Four,21.87,In stock,15.0,,,,,2025-04-06,2025-04-06,89.0
,,,,,,cheap_books.csv,Tuesday Nights in 1980,Fiction,Two,21.04,In stock,15.0,,,,,2025-01-02,2025-01-30,63.0
,,,,,,cheap_books.csv,Tracing Numbers on a Train,Default,Three,41.6,In stock,15.0,,,,,2025-02-03,2025-02-22,57.0
,,,,,,cheap_books.csv,Throne of Glass (Throne of Glass #1),Fantasy,Three,35.07,In stock,15.0,,,,,2025-07-09,2025-08-08,35.0
,,,,,,cheap_books.csv,The Wedding Dress,Romance,One,24.12,In stock,15.0,,,,,2025-05-22,2025-06-03,6.0
,,,,,,cheap_books.csv,The Vacationers,Fiction,Four,42.15,In stock,15.0,,,,,2025-06-10,2025-07-10,60.0
,,,,,,cheap_books.csv,The Third Wave: An Entrepreneurâs Vision of the Future,Business,Five,12.61,In stock,15.0,,,,,2025-08-27,2025-09-18,41.0
,,,,,,cheap_books.csv,The Stranger,Philosophy,Four,17.44,In stock,15.0,,,,,2025-09-07,2025-10-06,76.0
,,,,,,,The Shadow Hero (The Shadow Hero),Sequential Art,One,33.14,In stock,15.0,,,,,2025-04-27,2025-05-21,64.0
,,,,,,cheap_books.csv,The Secret (The Secret #1),Default,Four,27.37,In stock,15.0,,,,,2025-01-02,2025-01-06,75.0
,,,,,,,The Psychopath Test: A Journey Through the Madness Industry,Default,Two,36.0,In stock,15.0,,,,,2025-01-11,2025-02-01,23.0
,,,,,,cheap_books.csv,The Project,Science Fiction,One,10.65,In stock,15.0,,,,,2025-02-25,2025-03-27,83.0
,,,,,,cheap_books.csv,The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,Two,43.54,In stock,15.0,,,,,2025-08-11,2025-08-31,46.0
,,,,,,cheap_books.csv,The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,Two,38.21,In stock,15.0,,,,,2025-01-21,2025-02-07,15.0
,,,,,,cheap_books.csv,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,,Five,37.34,In stock,15.0,,,,,2025-05-25,2025-06-21,8.0
,,,,,,cheap_books.csv,The Murder of Roger Ackroyd (Hercule Poirot #4),,Four,44.1,In stock,15.0,,,,,2024-11-12,2024-12-11,10.0
,,,,,,cheap_books.csv,The Mistake (Off-Campus #2),New Adult,Three,43.29,In stock,15.0,,,,,2025-07-19,2025-07-19,67.0
,,,,,,cheap_books.csv,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Food and Drink,Two,37.6,,15.0,,,,,2025-03-15,2025-03-30,75.0
,,,,,,cheap_books.csv,The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,One,10.97,In stock,15.0,,,,,2025-10-01,2025-10-15,45.0
,,,,,,cheap_books.csv,The Kite Runner,Default,Four,41.82,In stock,15.0,,,,,2025-07-18,2025-07-22,83.0
,,,,,,cheap_books.csv,The House by the Lake,Historical Fiction,One,36.95,In stock,15.0,,,,,2025-05-08,2025-06-06,
,,,,,,cheap_books.csv,The Glittering Court (The Glittering Court #1),Fantasy,One,44.28,In stock,15.0,,,,,2025-03-28,2025-04-22,85.0
,,,,,,cheap_books.csv,The Genius of Birds,Nonfiction,,17.24,In stock,15.0,,,,,2025-04-22,2025-05-04,20.0
,,,,,,cheap_books.csv,The Emerald Mystery,Default,Two,23.15,In stock,15.0,,,,,2024-12-16,2025-01-06,6.0
,,,,,,cheap_books.csv,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Food and Drink,One,41.25,In stock,15.0,,,,,2025-07-18,2025-07-24,89.0
,,,,,,cheap_books.csv,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,,Three,32.0,In stock,15.0,,,,,2025-01-23,2025-01-31,35.0
,,,,,,cheap_books.csv,The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,Five,38.49,In stock,15.0,,,,,2025-02-12,2025-03-06,64.0
,,,,,,cheap_books.csv,The Art of War,Default,Five,33.34,In stock,15.0,,,,,2024-11-04,2024-11-24,17.0
,,,,,,cheap_books.csv,The Argonauts,Autobiography,Two,10.93,In stock,15.0,,,,,2025-05-04,2025-05-20,92.0
,,,,,,cheap_books.csv,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,Three,27.55,In stock,15.0,,,,,2025-05-24,2025-06-21,79.0
,,,,,,cheap_books.csv,Something More Than This,Romance,Four,16.24,In stock,15.0,,,,,2025-08-13,2025-08-14,35.0
,,,,,,cheap_books.csv,Soft Apocalypse,Science Fiction,Two,26.12,In stock,15.0,,,,,2025-04-24,2025-04-29,74.0
,,,,,,cheap_books.csv,So You've Been Publicly Shamed,Nonfiction,Two,12.23,In stock,15.0,,,,,2025-09-22,2025-09-27,9.0
,,,,,,cheap_books.csv,Shoe Dog: A Memoir by the Creator of NIKE,Business,Two,23.99,In stock,15.0,,,,,2025-02-19,2025-03-11,45.0
,,,,,,cheap_books.csv,Secrets and Lace (Fatal Hearts #1),,One,20.27,In stock,,,,,,2025-03-25,2025-04-14,100.0
,,,,,,cheap_books.csv,Scarlett Epstein Hates It Here,Young Adult,Five,43.55,In stock,15.0,,,,,2025-09-29,2025-10-28,22.0
,,,,,,cheap_books.csv,Romero and Juliet: A Tragic Tale of Love and Zombies,Default,One,36.94,In stock,15.0,,,,,2025-07-10,2025-08-09,77.0
,,,,,,cheap_books.csv,Redeeming Love,Christian Fiction,Five,20.47,In stock,15.0,,,,,2025-06-03,2025-06-13,52.0
,,,,,,cheap_books.csv,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Default,One,41.06,In stock,15.0,,,,,2025-03-14,2025-04-09,84.0
,,,,,,cheap_books.csv,Poems That Make Grown Women Cry,Poetry,Four,14.19,In stock,15.0,,,,,2025-05-18,2025-06-05,1.0
,,,,,,cheap_books.csv,Night Sky with Exit Wounds,Poetry,One,41.05,In stock,15.0,,,,,2025-05-12,2025-06-01,54.0
,,,,,,cheap_books.csv,Mrs. Houdini,Historical Fiction,Five,30.25,In stock,15.0,,,,,2025-02-27,2025-03-10,71.0
,,,,,,cheap_books.csv,Modern Romance,,Five,28.26,In stock,15.0,,,,,2025-08-18,2025-09-08,78.0
,,,,,,cheap_books.csv,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),Default,One,10.76,In stock,15.0,,,,,2025-01-22,2025-01-24,64.0
,,,,,,cheap_books.csv,Louisa: The Extraordinary Life of Mrs. Adams,Biography,Two,16.85,In stock,15.0,,,,,2025-08-13,2025-09-04,54.0
,,,,,,cheap_books.csv,Little Red,Childrens,Three,13.47,In stock,15.0,,,,,2025-08-10,2025-08-24,36.0
,,,,,,cheap_books.csv,Library of Souls (Miss Peregrineâs Peculiar Children #3),Young Adult,Five,48.56,In stock,15.0,,,,,2025-01-15,2025-02-14,81.0
,,,,,,cheap_books.csv,Large Print Heart of the Pride,Default,Two,19.15,In stock,15.0,,,,,2025-06-29,2025-06-29,20.0
,,,,,,cheap_books.csv,Hollow City (Miss Peregrineâs Peculiar Children #2),Fantasy,One,42.98,In stock,15.0,,,,,2024-11-14,2024-11-17,27.0
,,,,,,cheap_books.csv,Grumbles,Default,Two,22.16,In stock,15.0,,,,,2025-05-30,2025-06-09,13.0
,,,,,,cheap_books.csv,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,Travel,Four,49.43,In stock,15.0,,,,,2024-11-04,2024-11-07,5.0
,,,,,,cheap_books.csv,Frostbite (Vampire Academy #2),Young Adult,Five,29.99,In stock,15.0,,,,,2025-04-10,2025-04-25,58.0
,,,,,,cheap_books.csv,Follow You Home,Horror,One,21.36,In stock,15.0,,,,,2025-05-31,2025-06-14,63.0
,,,,,,cheap_books.csv,First Steps for New Christians (Print Edition),Default,One,29.0,In stock,15.0,,,,,2025-07-14,2025-08-04,4.0
,,,,,,cheap_books.csv,Drive: The Surprising Truth About What Motivates Us,Default,Four,34.95,In stock,15.0,,,,,2025-05-06,2025-05-25,
,,,,,,cheap_books.csv,Done Rubbed Out (Reightman & Bailey #1),Default,Five,37.72,In stock,15.0,,,,,2025-09-08,2025-09-23,23.0
,,,,,,cheap_books.csv,Doing It Over (Most Likely To #1),Romance,Three,35.61,In stock,15.0,,,,,2025-03-05,2025-03-24,88.0
,,,,,,cheap_books.csv,Dark Notes,Erotica,Five,19.19,In stock,15.0,,,,,2025-01-02,2025-01-29,27.0
,,,,,,cheap_books.csv,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nonfiction,Three,19.43,In stock,15.0,,,,,2025-05-13,2025-06-05,44.0
,,,,,,cheap_books.csv,Close to You,Christian Fiction,Four,49.46,In stock,15.0,,,,,2025-05-01,2025-05-21,38.0
,,,,,,cheap_books.csv,Chasing Heaven: What Dying Taught Me About Living,Spirituality,Two,37.8,In stock,15.0,,,,,2025-10-08,2025-10-11,5.0
,,,,,,cheap_books.csv,Big Magic: Creative Living Beyond Fear,Nonfiction,Three,30.8,In stock,15.0,,,,,2025-03-24,2025-04-21,39.0
,,,,,,cheap_books.csv,Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,Two,27.43,In stock,15.0,,,,,2025-07-17,,30.0
,,,,,,cheap_books.csv,Beauty Restored (Riley Family Legacy Novellas #3),Default,Two,11.11,In stock,15.0,,,,,2025-01-21,2025-01-31,59.0
,,,,,,cheap_books.csv,Batman: The Long Halloween (Batman),Sequential Art,Two,36.5,In stock,15.0,,,,,2025-09-29,2025-10-18,70.0
,,,,,,cheap_books.csv,Batman: The Dark Knight Returns (Batman),Sequential Art,Five,15.38,In stock,15.0,,,,,2024-10-29,2024-11-02,65.0
,,,,,,cheap_books.csv,Ayumi's Violin,Default,Two,15.48,In stock,15.0,,,,,2024-12-02,2024-12-12,36.0
,,,,,,cheap_books.csv,Anonymous,,Four,46.82,In stock,15.0,,,,,2025-04-06,2025-04-20,84.0
,,,,,,cheap_books.csv,Amy Meets the Saints and Sages,Default,Three,,In stock,15.0,,,,,2025-02-20,2025-03-21,99.0
,,,,,,cheap_books.csv,Amid the Chaos,Cultural,One,,In stock,15.0,,,,,2025-08-25,2025-09-07,22.0
,,,,,,cheap_books.csv,Agnostic: A Spirited Manifesto,Nonfiction,Five,12.51,In stock,15.0,,,,,2024-10-26,2024-10-28,31.0
,,,,,,cheap_books.csv,Zealot: The Life and Times of Jesus of Nazareth,History,Three,24.7,In stock,14.0,,,,,2024-10-21,2024-10-28,41.0
,,,,,,cheap_books.csv,You (You #1),Thriller,Five,43.61,In stock,14.0,,,,,2024-11-08,2024-11-14,83.0
,,,,,,cheap_books.csv,Wild Swans,Young Adult,Two,14.36,In stock,14.0,,,,,2025-01-24,2025-02-02,83.0
,,,,,,cheap_books.csv,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,Four,38.2,In stock,14.0,,,,,2025-04-01,2025-04-30,8.0
,,,,,,cheap_books.csv,What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,Two,19.6,In stock,14.0,,,,,2025-03-08,2025-03-28,100.0
,,,,,,cheap_books.csv,Walt Disney's Alice in Wonderland,Childrens,Five,12.96,In stock,14.0,,,,,2025-02-17,2025-03-16,31.0
,,,,,,cheap_books.csv,V for Vendetta (V for Vendetta Complete),Default,Four,37.1,In stock,14.0,,,,,2025-07-14,2025-07-22,57.0
,,,,,,cheap_books.csv,Until Friday Night (The Field Party #1),Young Adult,Two,46.31,In stock,14.0,,,,,2025-08-14,2025-08-30,3.0
,,,,,,cheap_books.csv,Twenty Yawns,Childrens,Two,22.08,In stock,14.0,,,,,2025-02-03,2025-02-04,40.0
,,,,,,cheap_books.csv,Through the Woods,Sequential Art,Two,25.38,In stock,14.0,,,,,2025-01-28,2025-02-01,73.0
,,,,,,cheap_books.csv,This Is Where It Ends,Young Adult,Two,27.12,In stock,14.0,,,,,2025-08-22,2025-09-03,44.0
,,,,,,cheap_books.csv,The Year of Magical Thinking,Nonfiction,Two,43.04,In stock,14.0,,,,,2025-09-06,2025-10-06,91.0
,,,,,,cheap_books.csv,The White Queen (The Cousins' War #1),Add a comment,Five,25.91,In stock,14.0,,,,,2025-06-25,2025-07-23,57.0
,,,,,,cheap_books.csv,The Wedding Pact (The O'Malleys #2),Romance,Three,32.61,,14.0,,,,,2025-10-11,2025-10-27,75.0
,,,,,,cheap_books.csv,The Time Keeper,Fiction,Five,27.88,In stock,14.0,,,,,2025-03-22,2025-04-05,13.0
,,,,,,,The Star-Touched Queen,Fantasy,Five,46.02,In stock,14.0,,,,,2025-03-30,2025-04-02,34.0
,,,,,,cheap_books.csv,The Songs of the Gods,Default,Five,44.48,,14.0,,,,,2025-08-03,2025-08-29,66.0
,,,,,,cheap_books.csv,The Song of Achilles,Add a comment,Five,37.4,In stock,14.0,,,,,2025-08-07,2025-08-31,83.0
,,,,,,cheap_books.csv,The Power of Habit: Why We Do What We Do in Life and Business,Default,Three,16.88,In stock,14.0,,,,,2025-02-23,2025-03-16,91.0
,,,,,,cheap_books.csv,The Marriage of Opposites,Historical Fiction,Four,28.08,In stock,14.0,,,,,2025-06-09,2025-06-17,3.0
,,,,,,cheap_books.csv,The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,One,10.4,In stock,14.0,,,,,2024-12-24,2025-01-05,75.0
,,,,,,cheap_books.csv,The Long Haul (Diary of a Wimpy Kid #9),Humor,One,44.07,In stock,14.0,,,,,2025-08-25,2025-09-09,29.0
,,,,,,cheap_books.csv,The Loney,Horror,One,23.4,In stock,14.0,,,,,2024-12-11,2025-01-03,33.0
,,,,,,cheap_books.csv,The Literature Book (Big Ideas Simply Explained),Nonfiction,Three,17.43,In stock,14.0,,,,,2025-03-22,2025-04-08,44.0
,,,,,,cheap_books.csv,The Immortal Life of Henrietta Lacks,Add a comment,Two,40.67,In stock,14.0,,,,,2025-02-28,2025-03-16,30.0
,,,,,,cheap_books.csv,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,Three,28.77,In stock,14.0,,,,,2025-05-17,2025-06-04,60.0
,,,,,,cheap_books.csv,The Guilty (Will Robie #4),Thriller,Two,13.82,In stock,14.0,,,,,2025-05-10,2025-05-31,78.0
,,,,,,cheap_books.csv,The First Hostage (J.B. Collins #2),Fiction,Three,25.85,In stock,14.0,,,,,2025-06-10,2025-06-13,41.0
,,,,,,cheap_books.csv,The Dovekeepers,Add a comment,One,48.78,In stock,14.0,,,,,2025-08-02,2025-08-23,43.0
,,,,,,cheap_books.csv,The Darkest Lie,Young Adult,Five,35.35,In stock,14.0,,,,,2025-05-08,2025-05-19,94.0
,,,,,,cheap_books.csv,The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,Four,44.73,In stock,14.0,,,,,2025-09-29,2025-09-30,33.0
,,,,,,cheap_books.csv,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,Nonfiction,One,15.77,In stock,14.0,,,,,2025-05-08,2025-05-10,49.0
,,,,,,cheap_books.csv,The 14th Colony (Cotton Malone #11),Thriller,One,39.24,In stock,14.0,,,,,2025-09-30,2025-10-09,59.0
,,,,,,cheap_books.csv,That Darkness (Gardiner and Renner #1),Mystery,One,13.92,In stock,14.0,,,,,2025-02-05,2025-02-25,11.0
,,,,,,cheap_books.csv,Tastes Like Fear (DI Marnie Rome #3),Mystery,One,10.69,In stock,14.0,,,,,2025-05-23,2025-06-21,30.0
,,,,,,cheap_books.csv,Take Me with You,Fiction,Three,45.21,In stock,14.0,,,,,2025-07-27,2025-08-04,58.0
,,,,,,cheap_books.csv,Swell: A Year of Waves,Nonfiction,One,45.58,In stock,14.0,,,,,2024-11-15,2024-12-04,100.0
,,,,,,cheap_books.csv,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Sequential Art,Five,11.89,In stock,14.0,,,,,2024-12-30,2025-01-07,
,,,,,,cheap_books.csv,Still Life with Bread Crumbs,Fiction,Three,26.41,In stock,14.0,,,,,2025-03-05,2025-03-13,93.0
,,,,,,cheap_books.csv,Steve Jobs,Default,Five,39.5,In stock,14.0,,,,,2024-10-26,2024-11-17,57.0
,,,,,,cheap_books.csv,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,Four,44.74,In stock,14.0,,,,,2025-03-22,2025-04-16,40.0
,,,,,,cheap_books.csv,See America: A Celebration of Our National Parks & Treasured Sites,Travel,Three,48.87,In stock,14.0,,,,,2025-05-20,2025-05-23,2.0
,,,,,,cheap_books.csv,salt.,Poetry,Four,46.78,In stock,14.0,,,,,2025-03-31,2025-04-29,22.0
,,,,,,cheap_books.csv,Robin War,Sequential Art,Three,47.82,In stock,14.0,,,,,2024-11-29,2024-12-22,52.0
,,,,,,cheap_books.csv,Rain Fish,Childrens,Three,23.57,In stock,14.0,,,,,2025-02-04,2025-02-09,76.0
,,,,,,cheap_books.csv,Pet Sematary,Horror,Three,10.56,In stock,14.0,,,,,2025-07-11,2025-07-23,39.0
,,,,,,cheap_books.csv,Once Was a Time,Childrens,Two,18.28,In stock,14.0,,,,,2025-08-02,2025-08-18,62.0
,,,,,,cheap_books.csv,Old School (Diary of a Wimpy Kid #10),Humor,Five,11.83,In stock,14.0,,,,,2025-03-20,2025-03-23,2.0
,,,,,,cheap_books.csv,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,Two,21.95,In stock,14.0,,,,,2024-11-18,2024-12-16,37.0
